original,uniformat,equivalent
Alok Ray,Alok Ray,"['Alok Ray', 'Ray, Alok']"
Willard E. Hotchkiss,Willard E. Hotchkiss,['Willard E. Hotchkiss']
"Reiter, Stanley",Stanley Reiter,"['Reiter, Stanley', 'Stanley Reiter']"
Noam Nisan,Noam Nisan,"['Noam Nisan', 'Nisan, Noam']"
Michael C. Yates,Michael C. Yates,['Michael C. Yates']
Gabriel Carroll,Gabriel Carroll,"['Gabriel Carroll', 'Carroll, Gabriel']"
R. E. Heilman,R. E. Heilman,['R. E. Heilman']
"Freeman, Vera",Vera Freeman,"['Freeman, Vera']"
"Halberstam, Yosh",Yosh Halberstam,"['Halberstam, Yosh']"
"Yawson, Alfred",Alfred Yawson,"['Yawson, Alfred']"
"Maechler, Andrea M.",Andrea M. Maechler,"['Maechler, Andrea M.']"
Nancy Beaulieu,Nancy Beaulieu,['Nancy Beaulieu']
"Andrews, Beth",Beth Andrews,"['Andrews, Beth']"
"Rostker, Bernard",Bernard Rostker,"['Rostker, Bernard']"
"Bogart, William T",William T Bogart,"['Bogart, William T']"
Fabio Sanchez,Fabio Sanchez,['Fabio Sanchez']
"Melhem, Melhem",Melhem Melhem,"['Melhem, Melhem']"
"Rosenman, Robert E",Robert E Rosenman,"['Rosenman, Robert E']"
Ravi Shroff,Ravi Shroff,['Ravi Shroff']
"Finn, Mary G.",Mary G. Finn,"['Finn, Mary G.']"
"Mumey, G A",G A Mumey,"['Mumey, G A']"
"Schweinzer, Paul",Paul Schweinzer,"['Schweinzer, Paul']"
"Boucher, Christophe M.",Christophe M. Boucher,"['Boucher, Christophe M.']"
"Pomansky, Alexey",Alexey Pomansky,"['Pomansky, Alexey']"
"Dreese, G Richard",G Richard Dreese,"['Dreese, G Richard']"
F. S. O'Brien,F. S. O'Brien,"[""F. S. O'Brien""]"
"Connelly, Rachel",Rachel Connelly,"['Connelly, Rachel']"
Allan Spsoul,Allan Spsoul,['Allan Spsoul']
"Austin, David H",David H Austin,"['Austin, David H']"
Conchita D’Ambrosio,Conchita D’Ambrosio,['Conchita D’Ambrosio']
"Vos, Ed",Ed Vos,"['Vos, Ed']"
"Erzan, Refik",Refik Erzan,"['Erzan, Refik']"
"Karp, Larry S.",Larry S. Karp,"['Karp, Larry S.', 'Karp, Larry S']"
"Shi, Li",Li Shi,"['Shi, Li']"
"Paapaa, Richard",Richard Paapaa,"['Paapaa, Richard']"
Peter B. Dixon,Peter B. Dixon,['Peter B. Dixon']
"Scott Mayfield, E.",E. Scott Mayfield,"['Scott Mayfield, E.']"
"Alpanda, Sami",Sami Alpanda,"['Alpanda, Sami']"
S. E. Harris,S. E. Harris,['S. E. Harris']
Randall Gouge,Randall Gouge,['Randall Gouge']
Carmit Segal,Carmit Segal,['Carmit Segal']
Jenna Stearns,Jenna Stearns,['Jenna Stearns']
"Kim, Jaehong",Jaehong Kim,"['Kim, Jaehong']"
"Bramoullé, Yann",Yann Bramoullé,"['Bramoullé, Yann', 'Yann Bramoullé']"
"Lewis, Herbert F.",Herbert F. Lewis,"['Lewis, Herbert F.']"
"Lampietti, Julian",Julian Lampietti,"['Lampietti, Julian']"
"Jammernegg, Werner",Werner Jammernegg,"['Jammernegg, Werner']"
Daniel Traca,Daniel Traca,['Daniel Traca']
"Beddington, John R",John R Beddington,"['Beddington, John R']"
Angela Vossmeyer,Angela Vossmeyer,['Angela Vossmeyer']
"Geertz, Clifford",Clifford Geertz,"['Geertz, Clifford']"
"Madhaven, Ananth",Ananth Madhaven,"['Madhaven, Ananth']"
"Poncela, Pilar",Pilar Poncela,"['Poncela, Pilar']"
"Harris, Robert G",Robert G Harris,"['Harris, Robert G']"
"Nagarajan, Hari K.",Hari K. Nagarajan,"['Nagarajan, Hari K.']"
"Andersson, Elvira",Elvira Andersson,"['Andersson, Elvira']"
"Nakane, Marcio I.",Marcio I. Nakane,"['Nakane, Marcio I.']"
"Cowing, Thomas G",Thomas G Cowing,"['Cowing, Thomas G']"
"Roush, Calvin T.",Calvin T. Roush,"['Roush, Calvin T.']"
Richard L. Brady,Richard L. Brady,['Richard L. Brady']
"Nicolò, Antonio",Antonio Nicolò,"['Nicolò, Antonio']"
"Li, Xiaorong",Xiaorong Li,"['Li, Xiaorong']"
"Poindexter, J Carl, Jr",J Carl Poindexter,"['Poindexter, J Carl, Jr', 'J. Carl Poindexter']"
Mikael Carlsson,Mikael Carlsson,"['Mikael Carlsson', 'Carlsson, Mikael']"
Edward A. Parson,Edward A. Parson,['Edward A. Parson']
Grace Xing Hu,Grace Xing Hu,['Grace Xing Hu']
Mark Sundberg,Mark Sundberg,['Mark Sundberg']
"Clark, Derek",Derek Clark,"['Clark, Derek']"
"Hurwicz, Leonid",Leonid Hurwicz,"['Hurwicz, Leonid', 'Leonid Hurwicz']"
"Brenner, Reuven",Reuven Brenner,"['Brenner, Reuven']"
Chol-Won Li,Chol-Won Li,"['Chol-Won Li', 'Li, Chol-Won']"
Arthur Benavie,Arthur Benavie,"['Arthur Benavie', 'Benavie, Arthur']"
Harry Pelle Hartkemeier,Harry Pelle Hartkemeier,['Harry Pelle Hartkemeier']
"Blejer, Mario I.",Mario I. Blejer,"['Blejer, Mario I.', 'Blejer, Mario I']"
"Kleiber, Christian",Christian Kleiber,"['Kleiber, Christian']"
"Pirotte, Alain",Alain Pirotte,"['Pirotte, Alain']"
Wilhelm Gehrig,Wilhelm Gehrig,['Wilhelm Gehrig']
"Borag[caron]an Aruoba, S.",S. Borag[caron]an Aruoba,"['Borag[caron]an Aruoba, S.']"
"Gordon, Lilli A",Lilli A Gordon,"['Gordon, Lilli A', 'Gordon, Lilli A.']"
"Collins, Brett",Brett Collins,"['Collins, Brett']"
John Dutton,John Dutton,['John Dutton']
"Huybens, Elisabeth",Elisabeth Huybens,"['Huybens, Elisabeth']"
"Moisan, Frédéric",Frédéric Moisan,"['Moisan, Frédéric']"
"Kwan, Sabrina",Sabrina Kwan,"['Kwan, Sabrina']"
Tessa Bold,Tessa Bold,['Tessa Bold']
"Babus, Ana",Ana Babus,"['Babus, Ana']"
"Barros, Pedro Pita",Pedro Pita Barros,"['Barros, Pedro Pita', 'Pedro Pita Barros']"
John R. O'Brien,John R. O'Brien,"[""John R. O'Brien""]"
"McMahon, Walter W",Walter W McMahon,"['McMahon, Walter W', 'Walter W. McMahon']"
"Sheng, Xuguang",Xuguang Sheng,"['Sheng, Xuguang']"
"Elliott, Jan Walter",Jan Walter Elliott,"['Elliott, Jan Walter']"
"Egert, Balazs",Balazs Egert,"['Egert, Balazs']"
Warren Hrung,Warren Hrung,['Warren Hrung']
"Lord, Richard",Richard Lord,"['Lord, Richard']"
"Swary, Itzhak",Itzhak Swary,"['Swary, Itzhak']"
"Aadland, David",David Aadland,"['Aadland, David']"
Jared C. Carbone,Jared C. Carbone,"['Jared C. Carbone', 'Carbone, Jared C.']"
"Boud, John III",John III Boud,"['Boud, John III']"
"Emmerink, Richard H. M.",Richard H. M. Emmerink,"['Emmerink, Richard H. M.']"
George J. Mailath,George J. Mailath,"['George J. Mailath', 'Mailath, George J.', 'Mailath, George J']"
"Gagnon, Marie-Hélène",Marie-Hélène Gagnon,"['Gagnon, Marie-Hélène']"
"Zannoni, Diane C.",Diane C. Zannoni,"['Zannoni, Diane C.']"
"Stolz, Richard W.",Richard W. Stolz,"['Stolz, Richard W.']"
"Monstad, Karin",Karin Monstad,"['Monstad, Karin']"
C. J. Foreman,C. J. Foreman,['C. J. Foreman']
"Callot, Laurent",Laurent Callot,"['Callot, Laurent']"
"Caminal, Ramon",Ramon Caminal,"['Caminal, Ramon']"
"McKenzie, C R",C R McKenzie,"['McKenzie, C R']"
"Ligon, James A.",James A. Ligon,"['Ligon, James A.']"
"Johari, Ramesh",Ramesh Johari,"['Johari, Ramesh']"
"Pinkerton, John M",John M Pinkerton,"['Pinkerton, John M', 'Pinkerton, John M.']"
"Ohlin, Bertil",Bertil Ohlin,"['Ohlin, Bertil', 'Bertil Ohlin']"
Andrea Attar,Andrea Attar,"['Andrea Attar', 'Attar, Andrea']"
Rodney J. Andrews,Rodney J. Andrews,"['Rodney J. Andrews', 'Andrews, Rodney J.']"
"Hryckiewicz, Aneta",Aneta Hryckiewicz,"['Hryckiewicz, Aneta']"
Nicola Fuchs-Schundeln,Nicola Fuchs-Schundeln,['Nicola Fuchs-Schundeln']
Jordi Mondria,Jordi Mondria,"['Jordi Mondria', 'Mondria, Jordi']"
"Wójcik, Cezary",Cezary Wójcik,"['Wójcik, Cezary']"
C. Hansen,C. Hansen,['C. Hansen']
"Hanson, Kara",Kara Hanson,"['Hanson, Kara']"
"Fisher, Mark E",Mark E Fisher,"['Fisher, Mark E']"
Arthur S. Goldberger,Arthur S. Goldberger,"['Arthur S. Goldberger', 'Goldberger, Arthur S', 'Goldberger, Arthur S.']"
S. Malamud,S. Malamud,['S. Malamud']
"Meier, Volker",Volker Meier,"['Meier, Volker']"
"Ma, Yongkai",Yongkai Ma,"['Ma, Yongkai']"
Teng Leo,Teng Leo,['Teng Leo']
"Bowlby, Roger L",Roger L Bowlby,"['Bowlby, Roger L']"
Robert I. Mehr,Robert I. Mehr,['Robert I. Mehr']
"Gonzalez, Patrick",Patrick Gonzalez,"['Gonzalez, Patrick']"
"Conrad, B. Lynne",B. Lynne Conrad,"['Conrad, B. Lynne']"
"Sneessens, H. R.",H. R. Sneessens,"['Sneessens, H. R.']"
"Grandmont, Jean-Michel",Jean-Michel Grandmont,"['Grandmont, Jean-Michel', 'Jean-Michel Grandmont']"
H. Scott Gordon,H. Scott Gordon,['H. Scott Gordon']
"Hodgson, Douglas J.",Douglas J. Hodgson,"['Hodgson, Douglas J.']"
"Bognanno, Michael L",Michael L Bognanno,"['Bognanno, Michael L']"
Adam Ashcraft,Adam Ashcraft,['Adam Ashcraft']
"Jaggia, Sanjiv",Sanjiv Jaggia,"['Jaggia, Sanjiv', 'Sanjiv Jaggia']"
"Conti, Maurizio",Maurizio Conti,"['Conti, Maurizio']"
"Strober, Myra H",Myra H Strober,"['Strober, Myra H']"
"Blundell, R. W.",R. W. Blundell,"['Blundell, R. W.']"
Ian Martin,Ian Martin,['Ian Martin']
"Choi, Hyung Suk",Hyung Suk Choi,"['Choi, Hyung Suk']"
"Coulter, Fiona A E",Fiona A E Coulter,"['Coulter, Fiona A E']"
"Benvignati, Anita M",Anita M Benvignati,"['Benvignati, Anita M']"
"McDonald, James B",James B McDonald,"['McDonald, James B', 'McDonald, James B.']"
J. L. Coulter,J. L. Coulter,['J. L. Coulter']
"Wang, Wen-Gine",Wen-Gine Wang,"['Wang, Wen-Gine']"
H. G. Moulton,H. G. Moulton,['H. G. Moulton']
"McElroy, Katherine Maddox",Katherine Maddox McElroy,"['McElroy, Katherine Maddox']"
Arthur J. Robson,Arthur J. Robson,"['Arthur J. Robson', 'Robson, Arthur J.', 'Robson, Arthur J']"
Timothy Erickson,Timothy Erickson,"['Timothy Erickson', 'Erickson, Timothy']"
"Adams, Nassau A",Nassau A Adams,"['Adams, Nassau A']"
"Welch, Finis R",Finis R Welch,"['Welch, Finis R']"
Andrew Ching,Andrew Ching,['Andrew Ching']
I. J. Sollenberger,I. J. Sollenberger,['I. J. Sollenberger']
"Brounen, Dirk",Dirk Brounen,"['Brounen, Dirk']"
Fabio Pammolli,Fabio Pammolli,['Fabio Pammolli']
Matthew Serfling,Matthew Serfling,['Matthew Serfling']
"Gozzi, Juan Carlos",Juan Carlos Gozzi,"['Gozzi, Juan Carlos']"
Linda Smith Bamber,Linda Smith Bamber,['Linda Smith Bamber']
"Goerg, Sebastian J.",Sebastian J. Goerg,"['Goerg, Sebastian J.', 'Sebastian J. Goerg']"
"Lingle, R Christopher",R Christopher Lingle,"['Lingle, R Christopher']"
Allan Hynes,Allan Hynes,['Allan Hynes']
"Kuhn, Kai-Uwe",Kai-Uwe Kuhn,"['Kuhn, Kai-Uwe']"
Leonard Waverman,Leonard Waverman,"['Leonard Waverman', 'Waverman, Leonard']"
"Kontorovich, Vladimir",Vladimir Kontorovich,"['Kontorovich, Vladimir']"
Colleen Carey,Colleen Carey,['Colleen Carey']
Janet L. Scholl,Janet L. Scholl,['Janet L. Scholl']
"Kate, A",A Kate,"['Kate, A']"
"Leape, J. I.",J. I. Leape,"['Leape, J. I.']"
Allen B. Frankel,Allen B. Frankel,['Allen B. Frankel']
"Vedrashko, Alexander",Alexander Vedrashko,"['Vedrashko, Alexander']"
"Aidt, T.S.",T.S. Aidt,"['Aidt, T.S.']"
"Moyer, R Charles",R Charles Moyer,"['Moyer, R Charles']"
"Brennan, Geoffrey",Geoffrey Brennan,"['Brennan, Geoffrey', 'Geoffrey Brennan']"
Thomas Crossley,Thomas Crossley,['Thomas Crossley']
Randall S. Kroszner,Randall S. Kroszner,"['Randall S. Kroszner', 'Kroszner, Randall S', 'Kroszner, Randall S.']"
"Valdmanis, Vivian",Vivian Valdmanis,"['Valdmanis, Vivian']"
"Fischer, Christian",Christian Fischer,"['Fischer, Christian']"
Mohammad Nazmul Hassan,Mohammad Nazmul Hassan,['Mohammad Nazmul Hassan']
"Vargas, Miguel",Miguel Vargas,"['Vargas, Miguel']"
"Egami, Masahiko",Masahiko Egami,"['Egami, Masahiko']"
"Sauvageau, Yvon",Yvon Sauvageau,"['Sauvageau, Yvon']"
Katherine Donato,Katherine Donato,['Katherine Donato']
"Castanias, Rick",Rick Castanias,"['Castanias, Rick']"
"Petit-Romec, Arthur",Arthur Petit-Romec,"['Petit-Romec, Arthur']"
"Ghosh, Pulak",Pulak Ghosh,"['Ghosh, Pulak']"
"Jain, Gautam",Gautam Jain,"['Jain, Gautam']"
Ine Van Robays,Ine Van Robays,['Ine Van Robays']
"Rosenblum, Harvey",Harvey Rosenblum,"['Rosenblum, Harvey']"
Parikshit Ghosh,Parikshit Ghosh,['Parikshit Ghosh']
"Rangvid, Jesper",Jesper Rangvid,"['Rangvid, Jesper']"
Yong Kim,Yong Kim,['Yong Kim']
"Bierman, Harold Jr.",Harold Jr. Bierman,"['Bierman, Harold Jr.']"
"Owen, John D",John D Owen,"['Owen, John D']"
"Owers, James E.",James E. Owers,"['Owers, James E.']"
"Barth, Mary E.",Mary E. Barth,"['Barth, Mary E.']"
Michael S. Johannes,Michael S. Johannes,['Michael S. Johannes']
"Strauss, George",George Strauss,"['Strauss, George']"
Al-Najjar Nabil,Al-Najjar Nabil,['Al-Najjar Nabil']
"Petit, Maria Luisa",Maria Luisa Petit,"['Petit, Maria Luisa']"
"Sorensen, Philip E",Philip E Sorensen,"['Sorensen, Philip E']"
Juan Rubio-Ramírez,Juan Rubio-Ramírez,"['Juan Rubio-Ramírez', 'Rubio-Ramírez, Juan', 'Juan F Rubio-Ramírez']"
Luca Zarri,Luca Zarri,['Luca Zarri']
"Howe, Eric C",Eric C Howe,"['Howe, Eric C']"
"Böhringer, Christoph",Christoph Böhringer,"['Böhringer, Christoph']"
"Hafner, Wolfgang",Wolfgang Hafner,"['Hafner, Wolfgang']"
"Vajda, Igor",Igor Vajda,"['Vajda, Igor']"
"Khan, Hashmat",Hashmat Khan,"['Khan, Hashmat']"
"Van Hoomissen, Theresa",Theresa Van Hoomissen,"['Van Hoomissen, Theresa']"
"Ripley, Duncan M",Duncan M Ripley,"['Ripley, Duncan M']"
Oscar A. Marti,Oscar A. Marti,['Oscar A. Marti']
"Floros, Ioannis",Ioannis Floros,"['Floros, Ioannis']"
"Jeon, Joo Young",Joo Young Jeon,"['Jeon, Joo Young']"
"Nold, Patricia Ann",Patricia Ann Nold,"['Nold, Patricia Ann']"
Stijn Vanormelingen,Stijn Vanormelingen,['Stijn Vanormelingen']
"Chiroleu-Assouline, Mireille",Mireille Chiroleu-Assouline,"['Chiroleu-Assouline, Mireille']"
Alfred G. Buehler,Alfred G. Buehler,['Alfred G. Buehler']
"Nove, Alec",Alec Nove,"['Nove, Alec']"
"Cordoba, Juan Carlos",Juan Carlos Cordoba,"['Cordoba, Juan Carlos', 'Cordoba, Juan-Carlos', 'Juan Carlos Cordoba']"
"Tharakan, P K M",P K M Tharakan,"['Tharakan, P K M']"
"Li, Mingche M",Mingche M Li,"['Li, Mingche M']"
"Fengler, M.R.",M.R. Fengler,"['Fengler, M.R.']"
H. Theil,H. Theil,['H. Theil']
"Lemmon, Richard C",Richard C Lemmon,"['Lemmon, Richard C']"
"Reinhardt, Paul G.",Paul G. Reinhardt,"['Reinhardt, Paul G.']"
"Sabbe, Jeroen",Jeroen Sabbe,"['Sabbe, Jeroen']"
Tomasz Sadzik,Tomasz Sadzik,['Tomasz Sadzik']
"Evans, Lynne",Lynne Evans,"['Evans, Lynne']"
Bruce W. Morgan,Bruce W. Morgan,['Bruce W. Morgan']
Daniel S. Ahearn,Daniel S. Ahearn,['Daniel S. Ahearn']
"Kaltreider, D Lynne",D Lynne Kaltreider,"['Kaltreider, D Lynne']"
"Oakland, William",William Oakland,"['Oakland, William']"
"de Gracia, F. Perez",F. Perez de Gracia,"['de Gracia, F. Perez']"
"Welam, Ulf Peter",Ulf Peter Welam,"['Welam, Ulf Peter']"
"Lai, Van Son",Van Son Lai,"['Lai, Van Son']"
"Funk, Peter",Peter Funk,"['Funk, Peter']"
"Wynne, Jose",Jose Wynne,"['Wynne, Jose', 'José Wynne']"
Rob M.M.J. Bauer,Rob M.M.J. Bauer,['Rob M.M.J. Bauer']
"Lence, Sergio H",Sergio H Lence,"['Lence, Sergio H']"
Erling Røed Larsen,Erling Røed Larsen,['Erling Røed Larsen']
"Gabriel, D Bruce",D Bruce Gabriel,"['Gabriel, D Bruce']"
Nikolaus Robalino,Nikolaus Robalino,['Nikolaus Robalino']
"Fu, Xiaoqing (Maggie)",Xiaoqing (Maggie) Fu,"['Fu, Xiaoqing (Maggie)']"
"Grieco, Paul L.E.",Paul L.E. Grieco,"['Grieco, Paul L.E.', 'Paul L. E. Grieco']"
A. P. Winston,A. P. Winston,['A. P. Winston']
"Artemov, Georgy",Georgy Artemov,"['Artemov, Georgy']"
"Shephard, N.",N. Shephard,"['Shephard, N.']"
"Wu, Binzhen",Binzhen Wu,"['Wu, Binzhen', 'Binzhen Wu']"
"Mohr, Ernst",Ernst Mohr,"['Mohr, Ernst']"
"Zarrop, M. B.",M. B. Zarrop,"['Zarrop, M. B.']"
H. B. Malmgren,H. B. Malmgren,['H. B. Malmgren']
"Seo, Tae Kun",Tae Kun Seo,"['Seo, Tae Kun', 'Tae Kun Seo']"
"Boender, C. Guus E.",C. Guus E. Boender,"['Boender, C. Guus E.']"
"Strand, Stephen H",Stephen H Strand,"['Strand, Stephen H']"
"Matthews, Steven A.",Steven A. Matthews,"['Matthews, Steven A.', 'Steven A. Matthews', 'Matthews, Steven A']"
"Weiler, William C",William C Weiler,"['Weiler, William C']"
David Marques?Ibanez,David Marques?Ibanez,['David Marques?Ibanez']
"Liu, Liang-Chih",Liang-Chih Liu,"['Liu, Liang-Chih']"
"Liu, Dan",Dan Liu,"['Liu, Dan']"
Philippe Weil,Philippe Weil,"['Philippe Weil', 'Weil, Philippe']"
Dominik H. Enste,Dominik H. Enste,['Dominik H. Enste']
"Ho, Keng-Yu",Keng-Yu Ho,"['Ho, Keng-Yu']"
"Muller, Aline",Aline Muller,"['Muller, Aline']"
"Enke, Benjamin",Benjamin Enke,"['Enke, Benjamin']"
"Berden, Koen G.",Koen G. Berden,"['Berden, Koen G.']"
Jacob P. Meerman,Jacob P. Meerman,['Jacob P. Meerman']
"Steijvers, Tensie",Tensie Steijvers,"['Steijvers, Tensie']"
John Papp,John Papp,['John Papp']
"Hadlock, Charles",Charles Hadlock,"['Hadlock, Charles']"
Catherine Buffington,Catherine Buffington,['Catherine Buffington']
James A. Bowie,James A. Bowie,['James A. Bowie']
"Demange, Gabrielle",Gabrielle Demange,"['Demange, Gabrielle', 'Gabrielle Demange']"
"Amengual, Dante",Dante Amengual,"['Amengual, Dante']"
"Bogetoft, Peter",Peter Bogetoft,"['Bogetoft, Peter']"
"Sordo, Miguel A.",Miguel A. Sordo,"['Sordo, Miguel A.']"
Yoshiaki Omori,Yoshiaki Omori,['Yoshiaki Omori']
Gordon Dahl,Gordon Dahl,['Gordon Dahl']
Wei-Yin Hu,Wei-Yin Hu,"['Wei-Yin Hu', 'Hu, Wei-Yin']"
"Steinberg, Richard",Richard Steinberg,"['Steinberg, Richard']"
"Gaube, Thomas",Thomas Gaube,"['Gaube, Thomas']"
"Misra, Lalatendu",Lalatendu Misra,"['Misra, Lalatendu']"
"Velenchik, Ann D.",Ann D. Velenchik,"['Velenchik, Ann D.']"
"Shah, Kshitij",Kshitij Shah,"['Shah, Kshitij']"
Richard M. Duvall,Richard M. Duvall,['Richard M. Duvall']
"Towery, Erin M.",Erin M. Towery,"['Towery, Erin M.']"
S. Leon Levy,S. Leon Levy,['S. Leon Levy']
"Nabeya, Seiji",Seiji Nabeya,"['Nabeya, Seiji']"
"Subrahmanyam, Ganti",Ganti Subrahmanyam,"['Subrahmanyam, Ganti']"
"Grossman, Herschel I.",Herschel I. Grossman,"['Grossman, Herschel I.', 'Grossman, Herschel I', 'Herschel I. Grossman']"
"Klasa, Sandy",Sandy Klasa,"['Klasa, Sandy', 'Sandy Klasa']"
Sundaram Rangarajan K.,Sundaram Rangarajan K.,['Sundaram Rangarajan K.']
"Normand, Charles E. M.",Charles E. M. Normand,"['Normand, Charles E. M.']"
"Hallak, Juan Carlos",Juan Carlos Hallak,"['Hallak, Juan Carlos', 'Juan Carlos Hallak']"
R. W. Lindholm,R. W. Lindholm,['R. W. Lindholm']
Ralph F. Leach,Ralph F. Leach,['Ralph F. Leach']
Geoffrey Barrows,Geoffrey Barrows,['Geoffrey Barrows']
"Asch, Peter",Peter Asch,"['Asch, Peter']"
"Zervoyianni, Athina",Athina Zervoyianni,"['Zervoyianni, Athina']"
"Haughwout, Andrew F.",Andrew F. Haughwout,"['Haughwout, Andrew F.']"
"Brixiova, Zuzana",Zuzana Brixiova,"['Brixiova, Zuzana']"
"McAndrew, Clare",Clare McAndrew,"['McAndrew, Clare']"
"Pouliquen, Victor",Victor Pouliquen,"['Pouliquen, Victor']"
"Wei[ss], Marco",Marco Wei[ss],"['Wei[ss], Marco']"
"Sloane, P J",P J Sloane,"['Sloane, P J']"
"Griffiths, Charles",Charles Griffiths,"['Griffiths, Charles']"
"Winegarden, C R",C R Winegarden,"['Winegarden, C R']"
"Balbás, Alejandro",Alejandro Balbás,"['Balbás, Alejandro']"
"Gaidar, Yegor",Yegor Gaidar,"['Gaidar, Yegor']"
"Van Rijckeghem, W.",W. Van Rijckeghem,"['Van Rijckeghem, W.']"
"Kalman, Peter Jason",Peter Jason Kalman,"['Kalman, Peter Jason']"
"Yun, Jungyoll",Jungyoll Yun,"['Yun, Jungyoll']"
"Zhang, Xiaofei",Xiaofei Zhang,"['Zhang, Xiaofei']"
"Wolff, Dominik",Dominik Wolff,"['Wolff, Dominik']"
"Jensen, Svenn",Svenn Jensen,"['Jensen, Svenn']"
Eric Powers,Eric Powers,"['Eric Powers', 'Powers, Eric']"
"Neftci, Salih N.",Salih N. Neftci,"['Neftci, Salih N.', 'Neftci, Salih N']"
"Hakola, Tuulia",Tuulia Hakola,"['Hakola, Tuulia']"
Ludwig Kotany,Ludwig Kotany,['Ludwig Kotany']
"Neusser, Klaus",Klaus Neusser,"['Neusser, Klaus', 'Klaus Neusser']"
"Nishioka, Shuichiro",Shuichiro Nishioka,"['Nishioka, Shuichiro', 'Shuichiro Nishioka']"
"Roubini, Nouriel",Nouriel Roubini,"['Roubini, Nouriel', 'Nouriel Roubini']"
Katherine Harper,Katherine Harper,['Katherine Harper']
Maxwell B. Stinchcombe,Maxwell B. Stinchcombe,"['Maxwell B. Stinchcombe', 'Stinchcombe, Maxwell B.']"
Andreas Kleiner,Andreas Kleiner,['Andreas Kleiner']
"McDonald, Stuart",Stuart McDonald,"['McDonald, Stuart']"
Zivia S. Wurtele,Zivia S. Wurtele,['Zivia S. Wurtele']
"Doroodian, Khosrow",Khosrow Doroodian,"['Doroodian, Khosrow']"
"Chung, Pham",Pham Chung,"['Chung, Pham']"
"Katz, Larry",Larry Katz,"['Katz, Larry']"
Ann B. Gillette,Ann B. Gillette,['Ann B. Gillette']
"Zinser, James E",James E Zinser,"['Zinser, James E']"
"Benjamin, Daniel K",Daniel K Benjamin,"['Benjamin, Daniel K']"
"McCall, John J",John J McCall,"['McCall, John J', 'John J. McCall', 'McCall, John J.']"
"Reynolds, Bruce L",Bruce L Reynolds,"['Reynolds, Bruce L']"
"Grimard, Franque",Franque Grimard,"['Grimard, Franque']"
"Bassett, Gilbert W.",Gilbert W. Bassett,"['Bassett, Gilbert W.', 'Bassett, Gilbert W, Jr']"
"Pittman, Jeffrey",Jeffrey Pittman,"['Pittman, Jeffrey']"
"Jahedi, Salar",Salar Jahedi,"['Jahedi, Salar']"
"Luskin, David",David Luskin,"['Luskin, David']"
"Yang, Tzu-Han",Tzu-Han Yang,"['Yang, Tzu-Han']"
"Trezevant, Robert",Robert Trezevant,"['Trezevant, Robert']"
"Beekman, Gonne",Gonne Beekman,"['Beekman, Gonne']"
Sharon Belenzon,Sharon Belenzon,['Sharon Belenzon']
G.R.E.Q.A.M.,G.R.E.Q.A.M.,['G.R.E.Q.A.M.']
"Yore, Adam S.",Adam S. Yore,"['Yore, Adam S.']"
Sarah Tulman,Sarah Tulman,['Sarah Tulman']
"Thiele, Rainer",Rainer Thiele,"['Thiele, Rainer']"
Helga Fehr-Duda,Helga Fehr-Duda,['Helga Fehr-Duda']
Yen-Chien Chen,Yen-Chien Chen,['Yen-Chien Chen']
"Hett, Florian",Florian Hett,"['Hett, Florian']"
Francis J. Swayze,Francis J. Swayze,['Francis J. Swayze']
Nicholas M. Kreisle,Nicholas M. Kreisle,['Nicholas M. Kreisle']
"Schnabel, Reinhold",Reinhold Schnabel,"['Schnabel, Reinhold']"
Stephen P. Holland,Stephen P. Holland,"['Stephen P. Holland', 'Holland, Stephen P.']"
Dirk Bethmann,Dirk Bethmann,['Dirk Bethmann']
"Martirena-Mantel, Ana M.",Ana M. Martirena-Mantel,"['Martirena-Mantel, Ana M.']"
"Yeh, Shih-Kuo",Shih-Kuo Yeh,"['Yeh, Shih-Kuo']"
"Rodriguez, Carlos Alfredo",Carlos Alfredo Rodriguez,"['Rodriguez, Carlos Alfredo']"
"Styan, George P. H.",George P. H. Styan,"['Styan, George P. H.']"
"Castano, Elkin",Elkin Castano,"['Castano, Elkin']"
"Vuri, Daniela",Daniela Vuri,"['Vuri, Daniela']"
"Friehe, Tim",Tim Friehe,"['Friehe, Tim']"
"Haldane, Andy",Andy Haldane,"['Haldane, Andy']"
Vanessa Teague,Vanessa Teague,['Vanessa Teague']
"Turban, Sébastien",Sébastien Turban,"['Turban, Sébastien']"
Carmen Wang,Carmen Wang,['Carmen Wang']
Paul B. Ellickson,Paul B. Ellickson,['Paul B. Ellickson']
Matthew C. Farrelly,Matthew C. Farrelly,['Matthew C. Farrelly']
Guillaume Plantin,Guillaume Plantin,['Guillaume Plantin']
Stephanie Hinke Kessler Scholder,Stephanie Hinke Kessler Scholder,['Stephanie Hinke Kessler Scholder']
"McCarthy, Nancy",Nancy McCarthy,"['McCarthy, Nancy']"
"Renton, G A",G A Renton,"['Renton, G A']"
"Saha, Sarani",Sarani Saha,"['Saha, Sarani']"
Rabah Amir,Rabah Amir,"['Rabah Amir', 'Amir, Rabah']"
Raymond T. Bye,Raymond T. Bye,['Raymond T. Bye']
Raphael Zon,Raphael Zon,['Raphael Zon']
"Wang, Zhi",Zhi Wang,"['Wang, Zhi', 'Zhi Wang']"
